Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.4688_bpp,combined_t_0.4688_pps,combined_t_0.9375_bpp,combined_t_0.9375_pps,norm_entropy_t_0.4072_bpp,norm_entropy_t_0.4072_pps,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.7222_bpp,norm_entropy_t_0.7222_pps,norm_entropy_t_1.0371_bpp,norm_entropy_t_1.0371_pps,raw_entropy_t_1.1904_bpp,raw_entropy_t_1.1904_pps,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.4946_bpp,raw_entropy_t_1.4946_pps,raw_entropy_t_1.7988_bpp,raw_entropy_t_1.7988_pps,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.5928_bpp,raw_monotonicity_t_0.5928_pps,raw_monotonicity_t_0.9496_bpp,raw_monotonicity_t_0.9496_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_pps_premium,combined_t_0.4688_pps_premium,combined_t_0.9375_pps_premium,norm_entropy_t_0.4072_pps_premium,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7222_pps_premium,norm_entropy_t_1.0371_pps_premium,raw_entropy_t_1.1904_pps_premium,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.4946_pps_premium,raw_entropy_t_1.7988_pps_premium,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5928_pps_premium,raw_monotonicity_t_0.9496_pps_premium
viet1252,vie,vie_Latn,997,,1815676717.0,1803286122.0,Vietnamese,Latn,Alphabet,1 byte,Austroasiatic,Austroasiatic > Vietic > Viet-Muong,Austroasiatic > Vietic,2.8496,61.5326,3.1956,54.8706,3.5382,49.5577,4.6454,37.7462,3.2209,54.4393,3.6221,48.4092,4.38,40.0331,5.5905,31.3651,2.4634,71.1805,2.7485,63.7974,3.1876,55.008,4.3421,40.3821,2.9771,58.8987,3.2863,53.3561,3.8069,46.0602,4.6688,37.5567,1.7186,1.6719,1.6264,1.6371,1.5166,1.4756,1.4007,1.3676,1.9532,1.9451,1.9018,1.7308,1.635,1.6285,1.617,1.6374
cent2033,vmw,vmw_Latn,997,,,,Emakhuwa (Central),Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > North Mozambique Bantu > Makua-Lomwe > Makhuwa,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > North Mozambique Bantu,1.9592,75.7202,2.3603,62.8506,2.9052,51.0632,6.0768,24.4122,2.5708,57.7051,3.02,49.1224,4.2763,34.6911,8.2301,18.0251,1.0796,137.4092,1.1026,134.5466,1.1397,130.1605,1.2663,117.1525,2.3109,64.1956,2.5994,57.0712,3.3974,43.666,6.2155,23.8676,2.1149,1.915,1.6758,1.0588,1.6075,1.4973,1.2138,0.7859,3.7706,4.1022,4.5,5.0213,1.782,1.7419,1.533,1.0406
wara1300,war,war_Latn,997,,5160491.0,5140938.0,Waray,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > Central Bisayan > Warayan > Samar-Waray,Austronesian > Greater Central Philippine > Bisayan > Central Bisayan,2.0846,75.2598,2.3708,66.1745,2.7019,58.0662,4.2711,36.7332,2.5736,60.9619,2.8851,54.3801,3.5889,43.7151,5.916,26.5196,1.2591,124.6048,1.3367,117.3681,1.4595,107.4975,1.7757,88.3531,2.3254,67.4684,2.5164,62.348,2.9617,52.9729,4.3302,36.2317,2.102,2.0163,1.9057,1.5931,1.6983,1.6576,1.5295,1.1563,3.4192,3.5785,3.7164,3.7869,1.8729,1.903,1.8597,1.5796
nucl1347,wol,wol_Latn,997,,301486.0,299205.0,Wolof,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > North-Central Atlantic > Wolof-BKK > Wolofic,Atlantic-Congo > North-Central Atlantic > Wolof-BKK,2.012,62.1093,2.4053,51.9539,2.8683,43.5677,5.313,23.5206,2.7652,45.1916,3.2353,38.6249,4.2253,29.5757,5.9391,21.0411,1.0932,114.3109,1.1125,112.326,1.1416,109.4684,1.2386,100.8937,2.3472,53.2397,2.6066,47.9408,3.2493,38.4594,5.405,23.1204,1.7347,1.583,1.4298,1.0201,1.2589,1.1773,1.0348,0.9174,3.1368,3.4247,3.7846,4.3244,1.4779,1.4632,1.3502,1.008
suhu1238,wuu,wuu_Hans,997,dev only,,,Wu Chinese,Hans,Logographic,3 bytes,Sino-Tibetan,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Wu-Hui Chinese > Wuic > Wu Chinese > Taihu,Sino-Tibetan > Sinitic > Wu-Hui Chinese,2.0462,57.5697,2.2672,51.9589,2.4813,47.4754,3.4103,34.5426,3.01,39.1354,3.4013,34.6339,4.1242,28.5627,5.5619,21.1795,1.2737,92.4824,1.3249,88.9147,1.4037,83.9228,1.7243,68.319,2.2085,53.34,2.3482,50.1665,2.6464,44.5125,3.4375,34.2688,1.6079,1.5832,1.5581,1.4981,1.0902,1.0557,0.9993,0.9235,2.5378,2.7109,2.9014,2.9282,1.4807,1.5312,1.5627,1.4941
xhos1239,xho,xho_Latn,997,,2214453.0,2207154.0,Xhosa,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40),2.0505,65.4975,2.5014,53.6911,3.0828,43.5657,6.1073,21.991,2.6536,50.6128,3.1284,42.9308,4.3249,31.0542,7.9148,16.9689,1.0921,122.9829,1.1137,120.5928,1.1445,117.3501,1.2639,106.2598,2.4408,55.0261,2.7532,48.7813,3.569,37.6309,6.2121,21.6199,1.8294,1.636,1.4298,0.9538,1.41,1.3086,1.0865,0.7399,3.3747,3.6768,4.0571,4.5544,1.5275,1.4889,1.3211,0.9426
east2295,ydd,ydd_Hebr,997,,,,Eastern Yiddish,Hebr,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Middle German > East Middle German > Schlesisch-Wilmesau,Indo-European > Germanic > West Germanic > High German > Middle German > East Middle German,2.0885,117.1715,2.1261,115.1013,2.1643,113.0712,2.2578,108.3862,2.2838,107.1545,2.3276,105.1364,2.4769,98.7994,3.5457,69.0191,1.9556,125.1344,2.0887,117.1615,2.1737,112.5807,2.2403,109.2347,2.1146,115.7262,2.1431,114.1876,2.1858,111.9579,2.2606,108.2548,3.2726,3.5071,3.7109,4.7008,2.9851,3.2047,3.4567,3.0094,3.4338,3.5722,3.8922,4.682,3.2125,3.4852,3.9305,4.7197
yoru1245,yor,yor_Latn,997,,1746642.0,1741768.0,Yoruba,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Defoid > Yoruboid > Edekiri > Ede > Eastern Ede > Southeastern Ede > Nuclear Yoruba > Lucumi-Yoruba,Atlantic-Congo > Volta-Congo > Benue-Congo > Defoid,2.008,80.5858,2.5323,63.9017,3.198,50.6008,5.5947,28.9238,2.5374,63.7743,2.9837,54.2347,4.0053,40.4012,7.2166,22.4233,1.1271,143.5727,1.1498,140.7422,1.179,137.2487,1.2593,128.5035,2.4566,65.8706,2.8243,57.2959,3.6979,43.7593,5.669,28.5446,2.2508,1.9471,1.6607,1.2544,1.7766,1.6531,1.4135,0.9777,3.9397,4.2911,4.745,5.5078,1.8285,1.7488,1.5362,1.2445
xian1255,yue,yue_Hant,997,,,,Yue Chinese (Hong Kong Cantonese),Hant,Logographic,3 bytes,Sino-Tibetan,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Yue-Pinghua > Yue Chinese > Yuehai > Cantonese,Sino-Tibetan > Sinitic > Yue-Pinghua,1.9445,57.1354,2.1582,51.4784,2.368,46.9157,3.2016,34.7011,3.0748,36.1324,3.4653,32.0602,4.1189,26.9729,5.2203,21.2818,1.2582,88.3019,1.3017,85.3501,1.3702,81.0822,1.6528,67.2187,2.1146,52.5376,2.2465,49.4544,2.5246,44.007,3.225,34.4493,1.5958,1.5685,1.5397,1.505,1.0066,0.9772,0.9437,0.9279,2.4231,2.6023,2.8032,2.8811,1.4584,1.5094,1.5449,1.5019
stan1324,zgh,zgh_Tfng,997,,,,Standard Moroccan Tamazight,Tfng,Alphabet,2 bytes,Afro-Asiatic,Afro-Asiatic > Berber > Kabyle-Atlas Berber > Atlas Berber > Central Moroccan Berber,Afro-Asiatic > Berber > Kabyle-Atlas Berber > Atlas Berber,2.101,136.6259,2.4008,119.5617,2.6875,106.8094,3.2153,89.2768,3.0317,94.683,3.0991,92.6229,3.2173,89.2207,3.5855,80.0572,2.2956,125.0401,2.5276,113.5677,2.6993,106.343,2.892,99.2548,2.3486,122.2217,2.5263,113.6249,2.8275,101.5216,3.1877,90.0491,3.816,3.643,3.5053,3.872,2.6377,2.8232,3.1216,3.4906,3.4312,3.4626,3.6765,4.2542,3.3928,3.4681,3.5641,3.926
stan1306,zsm,zsm_Latn,997,,180337405.0,179648747.0,Standard Malay,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Standard Malay-Indonesian,Austronesian > Malayo-Chamic > Malayic > Standard Malay-Indonesian,2.3786,59.4664,2.7394,51.6329,3.1585,44.7823,4.7223,29.9529,2.9882,47.335,3.3126,42.6991,3.9616,35.7041,5.499,25.7222,1.7953,78.7844,2.0012,70.679,2.2919,61.7161,2.9219,48.4092,2.6102,54.1896,2.8923,48.9037,3.4802,40.6429,4.7684,29.663,1.6609,1.5732,1.4697,1.2991,1.3186,1.3015,1.2492,1.1215,2.1619,2.155,2.1337,2.0749,1.5043,1.4926,1.4268,1.2932
zulu1248,zul,zul_Latn,997,,2742378.0,2735836.0,Zulu,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40),2.0532,68.5727,2.4997,56.322,3.0627,45.9689,6.0501,23.2708,2.6576,52.9759,3.1182,45.1515,4.2996,32.7452,7.9637,17.679,1.0908,129.0742,1.1132,126.4714,1.1466,122.7884,1.2712,110.7513,2.4451,57.5817,2.7552,51.0993,3.5335,39.8445,6.1836,22.7683,1.9153,1.7161,1.5086,1.0093,1.4758,1.3763,1.1457,0.7708,3.5419,3.856,4.2451,4.747,1.5984,1.5597,1.3988,0.9927
